Professor,Publication Type,Venue,Title,Authors,Year,Research Field,Research Fields,Research Field Percentages,2D Points
Andreas Geiger,Conference or Workshop Paper,CVPR,MOTS: Multi-Object Tracking and Segmentation.,Paul Voigtlaender;Michael Krause;Aljosa Osep;Jonathon Luiten;Berin Balachandar Gnana Sekar;Andreas Geiger;Bastian Leibe,2019,Computer Vision,"['Computer Vision', 'Robotics']","[0.6666666666666666, 0.3333333333333333]","[47.322021484375, 11.731276512145996]"
Andreas Geiger,Conference or Workshop Paper,CVPR,PointFlowNet: Learning Representations for Rigid Motion Estimation From Point Clouds.,Aseem Behl;Despoina Paschalidou;Simon Donné;Andreas Geiger,2019,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.6666666666666666, 0.3333333333333333]","[14.817591667175293, 48.93886947631836]"
Andreas Geiger,Conference or Workshop Paper,CVPR,Superquadrics Revisited: Learning 3D Shape Parsing Beyond Cuboids.,Despoina Paschalidou;Ali Osman Ulusoy;Andreas Geiger,2019,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.6666666666666666, 0.3333333333333333]","[57.0170783996582, 56.7342643737793]"
Andreas Geiger,Conference or Workshop Paper,ICCV,Attacking Optical Flow.,Anurag Ranjan;Joel Janai;Andreas Geiger;Michael J. Black,2019,Computer Vision,['Computer Vision'],[1.0],"[65.26798248291016, 22.2625675201416]"
Andreas Geiger,Conference or Workshop Paper,ICCV,Texture Fields: Learning Texture Representations in Function Space.,Michael Oechsle;Lars M. Mescheder;Michael Niemeyer;Thilo Strauss;Andreas Geiger,2019,Machine Learning,"['Machine Learning', 'Computer Vision']","[0.6666666666666666, 0.3333333333333333]","[47.065425872802734, 34.155967712402344]"
Andreas Geiger,Conference or Workshop Paper,ICCV,Occupancy Flow: 4D Reconstruction by Learning Particle Dynamics.,Michael Niemeyer;Lars M. Mescheder;Michael Oechsle;Andreas Geiger,2019,Computer Vision,['Computer Vision'],[0.5],"[34.498905181884766, 38.951560974121094]"
Andreas Geiger,Conference or Workshop Paper,ICRA,Project AutoVision: Localization and 3D Scene Perception for an Autonomous Vehicle with a Multi-Camera System.,Lionel Heng;Benjamin Choi;Zhaopeng Cui;Marcel Geppert;Sixing Hu;Benson Kuan;Peidong Liu;Rang M. H. Nguyen;Ye Chuan Yeo;Andreas Geiger;Gim Hee Lee;Marc Pollefeys;Torsten Sattler,2019,Computer Vision,['Computer Vision'],[0.8],"[-21.281259536743164, 22.01721954345703]"
Andreas Geiger,Conference or Workshop Paper,ICRA,Real-Time Dense Mapping for Self-Driving Vehicles using Fisheye Cameras.,Zhaopeng Cui;Lionel Heng;Ye Chuan Yeo;Andreas Geiger;Marc Pollefeys;Torsten Sattler,2019,Computer Vision,['Computer Vision'],[1.0],"[-0.5676720142364502, 36.43620300292969]"
Andreas Geiger,Informal or Other Publication,CoRR,RayNet: Learning Volumetric 3D Reconstruction with Ray Potentials.,Despoina Paschalidou;Ali Osman Ulusoy;Carolin Schmitt;Luc Van Gool;Andreas Geiger,2019,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.6666666666666666, 0.3333333333333333]","[36.02561569213867, 35.633209228515625]"
Andreas Geiger,Informal or Other Publication,CoRR,Superquadrics Revisited: Learning 3D Shape Parsing beyond Cuboids.,Despoina Paschalidou;Ali Osman Ulusoy;Andreas Geiger,2019,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.6666666666666666, 0.3333333333333333]","[57.0170783996582, 56.7342643737793]"
Andreas Geiger,Informal or Other Publication,CoRR,Robust Dense Mapping for Large-Scale Dynamic Environments.,Ioan Andrei Bârsan;Peidong Liu;Marc Pollefeys;Andreas Geiger,2019,Machine Learning,['Machine Learning'],[1.0],"[1.5465388298034668, 35.509368896484375]"
Andreas Geiger,Informal or Other Publication,CoRR,Differentiable Volumetric Rendering: Learning Implicit 3D Representations without 3D Supervision.,Michael Niemeyer;Lars M. Mescheder;Michael Oechsle;Andreas Geiger,2019,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.6, 0.4]","[29.51288414001465, 41.873512268066406]"
Andreas Geiger,Journal Article,Int. J. Comput. Vis.,Augmented Reality Meets Computer Vision: Efficient Data Generation for Urban Driving Scenes.,Hassan Abu Alhaija;Siva Karthik Mustikovela;Lars M. Mescheder;Andreas Geiger;Carsten Rother,2018,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.6666666666666666, 0.3333333333333333]","[-29.33037757873535, 59.23313522338867]"
Andreas Geiger,Conference or Workshop Paper,ACCV (6),Geometric Image Synthesis.,Hassan Abu Alhaija;Siva Karthik Mustikovela;Andreas Geiger;Carsten Rother,2018,Computer Vision,['Computer Vision'],[1.0],"[24.798049926757812, 25.798486709594727]"
Andreas Geiger,Conference or Workshop Paper,CoRL,Conditional Affordance Learning for Driving in Urban Environments.,Axel Sauer;Nikolay Savinov;Andreas Geiger,2018,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.6666666666666666, 0.3333333333333333]","[-30.475645065307617, 29.682615280151367]"
Andreas Geiger,Conference or Workshop Paper,CVPR,Learning 3D Shape Completion From Laser Scan Data With Weak Supervision.,David Stutz;Andreas Geiger,2018,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.42857142857142855, 0.42857142857142855]","[30.730112075805664, 46.310794830322266]"
Andreas Geiger,Conference or Workshop Paper,CVPR,Deep Marching Cubes: Learning Explicit Surface Representations.,Yiyi Liao;Simon Donné;Andreas Geiger,2018,Machine Learning,['Machine Learning'],[1.0],"[4.471043586730957, 9.053937911987305]"
Andreas Geiger,Conference or Workshop Paper,CVPR,RayNet: Learning Volumetric 3D Reconstruction With Ray Potentials.,Despoina Paschalidou;Ali Osman Ulusoy;Carolin Schmitt;Luc Van Gool;Andreas Geiger,2018,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.6666666666666666, 0.3333333333333333]","[36.025630950927734, 35.633277893066406]"
Andreas Geiger,Conference or Workshop Paper,CVPR,Semantic Visual Localization.,Johannes L. Schönberger;Marc Pollefeys;Andreas Geiger;Torsten Sattler,2018,Robotics,"['Robotics', 'Visualization']","[0.5, 0.5]","[-10.73326301574707, 16.55337142944336]"
Andreas Geiger,Conference or Workshop Paper,GCPR,On the Integration of Optical Flow and Action Recognition.,Laura Sevilla-Lara;Yiyi Liao;Fatma Güney;Varun Jampani;Andreas Geiger;Michael J. Black,2018,Computer Vision,['Computer Vision'],[1.0],"[63.922733306884766, 27.01161766052246]"
Andreas Geiger,Conference or Workshop Paper,ECCV (12),Learning Priors for Semantic 3D Reconstruction.,Ian Cherabier;Johannes L. Schönberger;Martin R. Oswald;Marc Pollefeys;Andreas Geiger,2018,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.6666666666666666, 0.3333333333333333]","[38.26494216918945, 38.75582504272461]"
Andreas Geiger,Conference or Workshop Paper,ECCV (9),SphereNet: Learning Spherical Representations for Detection and Classification in Omnidirectional Images.,Benjamin Coors;Alexandru Paul Condurache;Andreas Geiger,2018,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.5, 0.5]","[1.5321369171142578, 8.336590766906738]"
Andreas Geiger,Conference or Workshop Paper,ECCV (16),Unsupervised Learning of Multi-Frame Optical Flow with Occlusions.,Joel Janai;Fatma Güney;Anurag Ranjan;Michael J. Black;Andreas Geiger,2018,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.42857142857142855, 0.42857142857142855]","[68.0737075805664, 20.96017837524414]"
Andreas Geiger,Conference or Workshop Paper,ICML,Which Training Methods for GANs do actually Converge?,Lars M. Mescheder;Andreas Geiger;Sebastian Nowozin,2018,Computer Vision,['Computer Vision'],[1.0],"[59.04765319824219, -13.774215698242188]"
Andreas Geiger,Conference or Workshop Paper,VISIGRAPP (5: VISAPP),Learning Transformation Invariant Representations with Weak Supervision.,Benjamin Coors;Alexandru Condurache;Alfred Mertins;Andreas Geiger,2018,Machine Learning,['Machine Learning'],[0.8],"[52.02956771850586, 4.615163803100586]"
Andreas Geiger,Informal or Other Publication,CoRR,Learning 3D Shape Completion under Weak Supervision.,David Stutz;Andreas Geiger,2018,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.6, 0.4]","[31.240291595458984, 45.785118103027344]"
Andreas Geiger,Informal or Other Publication,CoRR,PointFlowNet: Learning Representations for 3D Scene Flow Estimation from Point Clouds.,Aseem Behl;Despoina Paschalidou;Simon Donné;Andreas Geiger,2018,Computer Vision,['Computer Vision'],[0.8],"[14.752950668334961, 48.93880081176758]"
Andreas Geiger,Informal or Other Publication,CoRR,Real-Time Dense Mapping for Self-driving Vehicles using Fisheye Cameras.,Zhaopeng Cui;Lionel Heng;Ye Chuan Yeo;Andreas Geiger;Marc Pollefeys;Torsten Sattler,2018,Computer Vision,['Computer Vision'],[1.0],"[-0.5678355097770691, 36.436134338378906]"
Andreas Geiger,Conference or Workshop Paper,3DV,Sparsity Invariant CNNs.,Jonas Uhrig;Nick Schneider;Lukas Schneider;Uwe Franke;Thomas Brox;Andreas Geiger,2017,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.5, 0.5]","[23.546417236328125, -15.878177642822266]"
Andreas Geiger,Conference or Workshop Paper,3DV,OctNetFusion: Learning Depth Fusion from Data.,Gernot Riegler;Ali Osman Ulusoy;Horst Bischof;Andreas Geiger,2017,Machine Learning,"['Machine Learning', 'Computer Vision']","[0.6666666666666666, 0.3333333333333333]","[-2.871269702911377, 85.75044250488281]"
Andreas Geiger,Conference or Workshop Paper,BMVC,Augmented Reality meets Deep Learning.,Hassan Abu Alhaija;Siva Karthik Mustikovela;Lars M. Mescheder;Andreas Geiger;Carsten Rother,2017,Machine Learning,['Machine Learning'],[1.0],"[-29.787647247314453, 58.360782623291016]"
Andreas Geiger,Conference or Workshop Paper,BMVC,Probabilistic and Deep Models for 3D Reconstruction.,Andreas Geiger,2017,Machine Learning,"['Machine Learning', 'Computer Vision']","[0.6, 0.4]","[38.037139892578125, 40.680702209472656]"
Andreas Geiger,Conference or Workshop Paper,CVPR,Slow Flow: Exploiting High-Speed Cameras for Accurate and Diverse Optical Flow Reference Data.,Joel Janai;Fatma Güney;Jonas Wulff;Michael J. Black;Andreas Geiger,2017,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.6666666666666666, 0.3333333333333333]","[66.8088150024414, 27.304208755493164]"
Andreas Geiger,Conference or Workshop Paper,CVPR,A Multi-view Stereo Benchmark with High-Resolution Images and Multi-camera Videos.,Thomas Schöps;Johannes L. Schönberger;Silvano Galliani;Torsten Sattler;Konrad Schindler;Marc Pollefeys;Andreas Geiger,2017,Computer Vision,['Computer Vision'],[1.0],"[40.50975799560547, 26.492937088012695]"
Andreas Geiger,Conference or Workshop Paper,CVPR,Semantic Multi-view Stereo: Jointly Estimating Objects and Voxels.,Ali Osman Ulusoy;Michael J. Black;Andreas Geiger,2017,Computer Vision,['Computer Vision'],[1.0],"[39.19567108154297, 24.9060115814209]"
Andreas Geiger,Conference or Workshop Paper,CVPR,OctNet: Learning Deep 3D Representations at High Resolutions.,Gernot Riegler;Ali Osman Ulusoy;Andreas Geiger,2017,Machine Learning,"['Machine Learning', 'Computer Vision']","[0.6666666666666666, 0.3333333333333333]","[-6.448342800140381, 15.391988754272461]"
Andreas Geiger,Conference or Workshop Paper,CVPR,Toroidal Constraints for Two-Point Localization Under High Outlier Ratios.,Federico Camposeco;Torsten Sattler;Andrea Cohen;Andreas Geiger;Marc Pollefeys,2017,Computer Vision,"['Computer Vision', 'Robotics']","[0.5, 0.5]","[-23.857006072998047, 2.552633285522461]"
Andreas Geiger,Conference or Workshop Paper,ICCV,"Bounding Boxes, Segmentations and Object Coordinates: How Important is Recognition for 3D Scene Flow Estimation in Autonomous Driving Scenarios?",Aseem Behl;Omid Hosseini Jafari;Siva Karthik Mustikovela;Hassan Abu Alhaija;Carsten Rother;Andreas Geiger,2017,Computer Vision,['Computer Vision'],[1.0],"[53.73928451538086, 22.128021240234375]"
Andreas Geiger,Conference or Workshop Paper,ICML,Adversarial Variational Bayes: Unifying Variational Autoencoders and Generative Adversarial Networks.,Lars M. Mescheder;Sebastian Nowozin;Andreas Geiger,2017,Machine Learning,['Machine Learning'],[1.0],"[51.446834564208984, -17.704242706298828]"
Andreas Geiger,Conference or Workshop Paper,IROS,Direct visual odometry for a fisheye-stereo camera.,Peidong Liu;Lionel Heng;Torsten Sattler;Andreas Geiger;Marc Pollefeys,2017,Computer Vision,['Computer Vision'],[0.4],"[-22.594871520996094, 18.65437126159668]"
Andreas Geiger,Conference or Workshop Paper,NIPS,The Numerics of GANs.,Lars M. Mescheder;Sebastian Nowozin;Andreas Geiger,2017,Computer Vision,['Computer Vision'],[1.0],"[58.327152252197266, -11.99225902557373]"
Andreas Geiger,Informal or Other Publication,CoRR,"Computer Vision for Autonomous Vehicles: Problems, Datasets and State-of-the-Art.",Joel Janai;Fatma Güney;Aseem Behl;Andreas Geiger,2017,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.6666666666666666, 0.3333333333333333]","[-24.006271362304688, 24.147836685180664]"
Andreas Geiger,Informal or Other Publication,CoRR,Augmented Reality Meets Computer Vision : Efficient Data Generation for Urban Driving Scenes.,Hassan Abu Alhaija;Siva Karthik Mustikovela;Lars M. Mescheder;Andreas Geiger;Carsten Rother,2017,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.6666666666666666, 0.3333333333333333]","[-29.330904006958008, 59.233272552490234]"
Andreas Geiger,Journal Article,IEEE Trans. Pattern Anal. Mach. Intell.,Map-Based Probabilistic Visual Self-Localization.,Marcus A. Brubaker;Andreas Geiger;Raquel Urtasun,2016,Visualization,"['Visualization', 'Machine Learning']","[0.5, 0.5]","[-11.786759376525879, 42.88515090942383]"
Andreas Geiger,Conference or Workshop Paper,ACCV (4),Deep Discrete Flow.,Fatma Güney;Andreas Geiger,2016,Machine Learning,['Machine Learning'],[1.0],"[67.96680450439453, 17.976930618286133]"
Andreas Geiger,Conference or Workshop Paper,CVPR,"Patches, Planes and Probabilities: A Non-Local Prior for Volumetric 3D Reconstruction.",Ali Osman Ulusoy;Michael J. Black;Andreas Geiger,2016,Computer Vision,['Computer Vision'],[0.5],"[38.052486419677734, 37.09818649291992]"
Andreas Geiger,Conference or Workshop Paper,CVPR,Semantic Instance Annotation of Street Scenes by 3D to 2D Label Transfer.,Jun Xie;Martin Kiefel;Ming-Ting Sun;Andreas Geiger,2016,Computer Vision,['Computer Vision'],[1.0],"[51.85001754760742, 18.166776657104492]"
Andreas Geiger,Informal or Other Publication,CoRR,Probabilistic Duality for Parallel Gibbs Sampling without Graph Coloring.,Lars M. Mescheder;Sebastian Nowozin;Andreas Geiger,2016,Machine Learning,['Machine Learning'],[1.0],"[26.891834259033203, 13.96012020111084]"
Andreas Geiger,Conference or Workshop Paper,3DV,Towards Probabilistic Volumetric Reconstruction Using Ray Potentials.,Ali Osman Ulusoy;Andreas Geiger;Michael J. Black,2015,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.5, 0.5]","[36.668182373046875, 34.51913070678711]"
Andreas Geiger,Conference or Workshop Paper,CVPR,Object scene flow for autonomous vehicles.,Moritz Menze;Andreas Geiger,2015,Computer Vision,['Computer Vision'],[1.0],"[53.71043014526367, 23.264968872070312]"
Andreas Geiger,Conference or Workshop Paper,CVPR,Displets: Resolving stereo ambiguities using object knowledge.,Fatma Güney;Andreas Geiger,2015,Computer Vision,['Computer Vision'],[1.0],"[43.476409912109375, 62.2800407409668]"
Andreas Geiger,Conference or Workshop Paper,GCPR,Discrete Optimization for Optical Flow.,Moritz Menze;Christian Heipke;Andreas Geiger,2015,Machine Learning,"['Machine Learning', 'Computer Vision']","[0.6666666666666666, 0.3333333333333333]","[67.66145324707031, 18.169647216796875]"
Andreas Geiger,Conference or Workshop Paper,GCPR,Joint 3D Object and Layout Inference from a Single RGB-D Image.,Andreas Geiger;Chaohui Wang,2015,Computer Vision,['Computer Vision'],[0.8333333333333334],"[18.40409278869629, 47.93256759643555]"
Andreas Geiger,Conference or Workshop Paper,ICCV,Exploiting Object Similarity in 3D Reconstruction.,Chen Zhou;Fatma Güney;Yizhou Wang;Andreas Geiger,2015,Computer Vision,['Computer Vision'],[1.0],"[36.78138732910156, 40.32662582397461]"
Andreas Geiger,Conference or Workshop Paper,ICCV,FollowMe: Efficient Online Min-Cost Flow Tracking with Bounded Memory and Computation.,Philip Lenz;Andreas Geiger;Raquel Urtasun,2015,Robotics,['Robotics'],[1.0],"[3.455263376235962, 24.755002975463867]"
Andreas Geiger,Journal Article,IEEE Trans. Pattern Anal. Mach. Intell.,3D Traffic Scene Understanding From Movable Platforms.,Andreas Geiger;Martin Lauer;Christian Wojek;Christoph Stiller;Raquel Urtasun,2014,Computer Vision,['Computer Vision'],[1.0],"[15.985912322998047, 44.220191955566406]"
Andreas Geiger,Conference or Workshop Paper,ICRA,"Simultaneous underwater visibility assessment, enhancement and improved stereo.",Martin Roser;Matthew Dunbabin;Andreas Geiger,2014,Computer Vision,['Computer Vision'],[1.0],"[-32.79829025268555, 16.788471221923828]"
Andreas Geiger,Conference or Workshop Paper,ICRA,Calibrating and centering quasi-central catadioptric cameras.,Miriam Schönbein;Tobias Straus;Andreas Geiger,2014,Computer Vision,['Computer Vision'],[1.0],"[-0.8568235039710999, 41.27348709106445]"
Andreas Geiger,Conference or Workshop Paper,IROS,Omnidirectional 3D reconstruction in augmented Manhattan worlds.,Miriam Schönbein;Andreas Geiger,2014,Computer Vision,['Computer Vision'],[1.0],"[39.1273307800293, 40.46804428100586]"
Andreas Geiger,Journal Article,Int. J. Robotics Res.,Vision meets robotics: The KITTI dataset.,Andreas Geiger;Philip Lenz;Christoph Stiller;Raquel Urtasun,2013,Computer Vision,"['Computer Vision', 'Robotics', 'Machine Learning']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[-25.691381454467773, 26.098432540893555]"
Andreas Geiger,Conference or Workshop Paper,CVPR,Lost! Leveraging the Crowd for Probabilistic Visual Self-Localization.,Marcus A. Brubaker;Andreas Geiger;Raquel Urtasun,2013,Visualization,"['Visualization', 'Machine Learning']","[0.5, 0.5]","[-12.193842887878418, 43.10152053833008]"
Andreas Geiger,Conference or Workshop Paper,ICCV,Understanding High-Level Semantics by Modeling Traffic Patterns.,Hongyi Zhang;Andreas Geiger;Raquel Urtasun,2013,Machine Learning,['Machine Learning'],[1.0],"[14.989825248718262, 44.3862190246582]"
Andreas Geiger,Conference or Workshop Paper,ITSC,A new performance measure and evaluation benchmark for road detection algorithms.,Jannik Fritsch;Tobias Kühnl;Andreas Geiger,2013,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.5, 0.5]","[-13.741432189941406, -60.7701416015625]"
Andreas Geiger,Journal Article,IEEE Trans. Intell. Transp. Syst.,Team AnnieWAY's Entry to the 2011 Grand Cooperative Driving Challenge.,Andreas Geiger;Martin Lauer;Frank Moosmann;Benjamin Ranft;Holger H. Rapp;Christoph Stiller;Julius Ziegler,2012,Computer Vision,['Computer Vision'],[1.0],"[-58.66682052612305, 43.98638153076172]"
